User,Fairness
A1QHHS25GI7QAY,0.5671512583104815
A1UI4WTBYHYUGD,0.6228634397937923
A19IFF0DGV0T3E,0.6253135307020793
A2B58VXLLOFQKR,0.6354984789380886
A136IQFGB01KQB,0.6360546983083915
A1IB42LRNA9QLW,0.6797713168496082
A55YZTYSWPH96,0.6898498955445642
AZCP5P3BARLS5,0.6909568880899015
A1VQHH85U7PX0,0.6944481500598347
A2Y8JW5NSY95OL,0.6987616683276067
A3K9OQPCI8UJE,0.7017044090462854
AYTKUTAP0VA53,0.7036077503136239
A1M3XD9UV3PD3I,0.7049841047997558
A2C46HQIZLYJUC,0.7079843934919249
A3CMXRFIWQCBKQ,0.7091217124117379
A1TSKKBNV38E8Y,0.7108538712172179
A1EW1P6BB16GP6,0.7145687333962836
A3PGQWCSJPCYDH,0.7156989614386918
A2PX3NR1IVTXPG,0.7162774858183578
AHF7SNSZPRNCE,0.720315421709871
A1LS2UXHG1BYRG,0.7223097069508959
A35HTG0YUEKFGM,0.7246884639749042
A2PP4G3DLGDD4T,0.7255772622988157
A2NGD7NSBWLNJ0,0.7272355548869962
A1XL7R4E5WXCXD,0.7278847489163922
A2Z7S8B5U4PAKJ,0.7287022453154718
A6OLPMJ9HH4IP,0.7287282891499327
A1XL4YLORJ5IBS,0.7316537620894348
A5EPN0VVF9EHZ,0.7335995473451202
A10VG94SAKVSC0,0.7349365173262308
A3MZWM75KSM1P6,0.7371117525654665
A23TVX8RSX74Q7,0.7383643586015723
A1O3P80RRDUV5P,0.7431605970380706
A2D10EN7QQ56GG,0.7466243694602728
A2WYAHJGST6AOT,0.7514562374295025
A3TRV1IG0M1PHK,0.7528598159776584
A1MI9FDCNB3CMR,0.7533886596829901
A24JUT24W1K3CV,0.7546794627369479
A3THKM5QX5XBKQ,0.7561754058289679
A1QIXOP75BS29C,0.757659674872694
A17IU5NX3UC84G,0.7590697287454763
A14PY68SX7D5DV,0.760839757163084
AJGIN15VFGXBG,0.7609751270809821
A1365RYO0BLEMI,0.7615368002477749
A341MNU9GWBWKS,0.7617129825618352
A2T305UHZJ21L1,0.7623697773329563
A3SJP0GZNZJ0XE,0.7634178328685421
AASCUHX7YUC6M,0.7654876799477804
A3MTR7P9PYAALX,0.765959719552534
A149F91FB9WTW6,0.7663413346196943
AGW4SR1USX8J0,0.7666540606082511
A1CF9IF5FWYNU0,0.7679846567067062
A2E5YEDFENFZYC,0.7691914522367128
A4M7GUJ0MKZD4,0.76976882384521
APH7O58XJXKPT,0.7699528860851764
A3E0CF25A7LD2,0.7708566828004053
A8E9VWP5EQH6B,0.7710842495938912
A1LY5SSCQTO7PY,0.7718449408662708
AYJJDQQ4EZ5V3,0.7725313259897054
A356YVTEMDX69J,0.7736031689342506
AC0O2206XOA48,0.7738002478402204
A8MTE6SIYM0GY,0.7746103098623951
A2U4KTDIVI8KMR,0.7752352373595176
A3G6P4SJ8SYH9F,0.7773370872145973
A35JPJHGOSPZX9,0.7773643038052035
A2Z548GT5948WH,0.7779327981933873
AG3PVU7DCXZTK,0.7784774361255105
A1S7QABO64Z554,0.7792597487440917
A2EDYSY4M8TESS,0.7811185771486189
A3775OP5VTX5ON,0.7814954693589611
A31JRW1DW3SZ2K,0.7818731802015076
A165EMA3YTIM6A,0.7822006208023339
AOY459LVUBKLO,0.7841729266827234
AMNTZU1YQN1TH,0.7842862112892779
A3QPN05Y1OUX32,0.7844091757658048
A1NOELD0FUS78X,0.7844889670373134
A3I9IGMS9GHW8J,0.7862904273643843
A3IY9JZZ36OQSV,0.7867086799399508
A3H4PZB9PGMWAA,0.7869351935001041
APL683AFDJ833,0.7872940776244998
A19WXFFQMKES6O,0.788527190236732
A12SSZIN555FTL,0.7890013860792234
A3MMISYL1GBXH4,0.789405017148629
A394SBIRC4A8S9,0.7897426697779788
A15TYOEWBQYF0X,0.790085241806235
A3RPTP7XINQSKI,0.7903869057763935
A9P4Q7KX35RS2,0.790718813370687
A1NNBJRXPIDA12,0.7916928951917087
A3FW4THIMBIN6V,0.7924582173538874
A3HKWOC783B7PL,0.7927507596433896
A2RVY2GDMZHH4,0.7934497428384765
A3FSC2BQQHFXWT,0.7939501544497326
A2BRKLV7FQ1HVS,0.7939685849402028
AVDW3OAVWWE05,0.7951200062211475
A4BTCECGQAIUI,0.796025634088414
A2FIYXK97CTS6D,0.7963382227677934
A2F92AOWTIUIB,0.7972288795287367
A2Y7BSQG9V3LNG,0.7977529398557497
A13TTA3W745OFP,0.7987183466032758
A27L5L6I7OSV5B,0.7989108330194649
A1GXG8FTXEA72D,0.7997024323912425
A3UXW18DP4WSD6,0.8007297373624563
A2EZWZ8MBEDOLN,0.8008208625531131
A32BCTL0HLOXRV,0.8008508397653074
A3M1PLEYNDEYO8,0.8008969259675794
A30GZDBGNP2366,0.8009449765067335
A1H55L0BLPCWYF,0.8021615482777827
A355HGZDEPHHC5,0.8023196518382879
A396ELNTQDFYPO,0.802900707651142
A3TA1UJWRJF9NC,0.8031874953264269
A13ZMJGD5E6JAQ,0.8033739208375288
ALHC64J88LVWO,0.8039887025469293
A2HWUC980HM1NP,0.8040498646185081
AMGUVF20JAOG8,0.8042742703139514
AKHWZ3S1UVZAO,0.8044361603595863
A1U3T27RHRIDYN,0.8049023574913159
A202CZ4PJH83G4,0.8055956731832943
AB2G1XOBEGWK2,0.8059378381892296
AGW1JFTQNX7SZ,0.806165709601402
A1JJ61UV88EAP5,0.8065988192953
AOT7OVQHEJV63,0.8072992466996313
A2VGVG7IFBRSML,0.8073401068603461
A1IYBO676W7GV6,0.8074506300948092
A3VPJNX40SBP1M,0.8075853950707558
A2C6Z7M3RMUG45,0.8077673003466493
A35TOWOEC91M2K,0.8077943439545534
A14BICJ93WO926,0.8078385432781928
A2MFJ6C67AL015,0.8079191376784203
A30OMDH831R3K3,0.8080043857149743
A306YUQBEB2R9T,0.8084808981521981
A3LOJ2QHXITCF7,0.8084928652434245
A3IRXJOT9PY6SE,0.8086903915088453
A1WD8RFNIGRPDH,0.8087465023839803
A3R8XCQYDNQIAA,0.8091571577635275
A14FMSW73W220M,0.8092848653412339
AT09WGFUM934H,0.8093789610784831
