AA5TINW2RJ195,B000068NW5,5
ABC68JUCPTVOE,B000068NW5,5
A3W2E6S24BTXXK,B000068NW5,5
A13A81NN0NRD1S,B000068NW5,4
A1EUO0BU72JR7T,B000068NW5,5
A3OXHLG6DIBRW8,B000068NW5,5
A2U1Z3TZ4P76JB,B000068NW5,5
A1L7M2JXN4EZCR,B000068NW5,1
A37A41GWQFMK3D,B000068NW5,4
A2JK2ITE138P7Z,B000068NW5,5
A1DVUFG2QSJ6IK,B000068NW5,5
A34VZEFXQJJ7AT,B000068NW5,5
A1SD1C8XK3Z3V1,B000068NW5,5
AKHWZ3S1UVZAO,B000068NW5,4
A2RCCN4KEXZGC8,B000068NW5,5
A3GAP455S8YH0M,B000068NW5,5
A1N06X05VZWO5Y,B000068NW5,5
A3TA1UJWRJF9NC,B000068NW5,5
A1E5FQZTUM8OC1,B000068NW5,5
A3MYWHYZ30WLQJ,B000068NW5,5
A396ELNTQDFYPO,B000068NW5,4
A2WYAHJGST6AOT,B000068NW5,3
A781ITP3HE2N5,B000068NW5,5
ALUTHT4U058KZ,B000068NW5,4
A1A15ECLHM9BQY,B000068NW5,5
A1S8R9OAIQT7YI,B000068NW5,4
A3RHT4KI3H5TVH,B000068NW5,5
A15BHBF0L0HV1F,B000068NW5,5
A3DCG2MNPR4BW,B000068NW5,5
A3NGAQKJ6X088B,B000068NW5,5
A35XRT4BW4I6UD,B000068NW5,5
AKYDGCKCY7H9F,B000068NW5,5
A19NGYCQ1NCF3W,B000068NW5,4
A2B78RXJ2PB6ZD,B000068NW5,5
A18RGYRCEN181M,B000068NW5,5
A14VAT5EAX3D9S,B0002CZSJO,5
A2RVY2GDMZHH4,B0002CZSJO,5
A109JTUZXO61UY,B0002CZSJO,5
A3EZEP0FX5BC1P,B0002CZSJO,4
A1SCWHXAB2ZK7N,B0002CZSJO,5
A26SN2CVQM4FKM,B0002CZSJO,4
A165EMA3YTIM6A,B0002CZSJO,4
A1S7QABO64Z554,B0002CZSJO,5
A2GBBFPROUYQQ9,B0002CZSJO,5
A1BH17V8BKLES,B0002CZSJO,5
A1CUB195YB9XKO,B0002CZSJO,5
AZJPNK73JF3XP,B0002CZSJO,4
A18X5X3Y5JDWY2,B0002CZSJO,5
A2IN5BKM9IQT6Z,B0002CZSJO,5
A56EP6FFRH1YT,B0002CZSJO,4
AFUXETAHFUXFE,B0002CZSJO,5
A1YA2BPU7CVNJD,B0002CZSJO,4
A14PY68SX7D5DV,B0002CZSJO,5
A2D10EN7QQ56GG,B0002CZSJO,4
A2J4UAF6RW13WK,B0002CZSJO,5
A3HH340REI4J47,B0002CZSJO,4
A3D0PD45BHLXFX,B0002CZSJO,3
A1BTNPMESS99PL,B0002CZSJO,5
ACH055GTTIGC9,B0002CZSJO,4
AOINAOO0NQRGN,B0002CZSJO,5
AGW4SR1USX8J0,B0002CZSJY,5
A220FPH51LXEFR,B0002CZSJY,4
A2EWLWNMF65J5X,B0002CZSJY,5
A1786LAQ18LHDC,B0002CZSJY,5
A2IRI1NFJJJ6MZ,B0002CZSJY,4
A1VQHH85U7PX0,B0002CZSJY,5
A3NS4AQ9Y7UWRL,B0002CZSJY,5
A3V1A3C9DTLPME,B0002CZSJY,4
A2D9QW4TY8CFB0,B0002CZSJY,4
A16Z3HTUIYPDH8,B0002CZSJY,5
A2NGD7NSBWLNJ0,B0002CZSJY,5
A3GSQE0LXPG9YF,B0002CZSJY,5
AB0XOMFCYELCK,B0002CZSJY,3
A3NKSY3I0UW3KK,B0002CZSJY,5
A3DRR0ZJNHP6KI,B0002CZSJY,5
A1PX8CDUSZ8R7C,B0002CZSJY,5
A3UQS40N3PW18L,B0002CZSJY,5
AI45J5737CUGY,B0002CZSJY,5
A3BZ9EP6SSC9MU,B0002CZSJY,5
A12SSZIN555FTL,B0002CZST4,4
A2PDPIVN721PZ7,B0002CZST4,5
A5RJ7TM82RH0I,B0002CZST4,5
A2IN5BKM9IQT6Z,B0002CZST4,4
A21WZ0YAMX0NLE,B0002CZST4,5
A2E2CJWPL1YMAR,B0002CZST4,5
AZXS6P5QWNMLC,B0002CZST4,5
A1AWXXBQRQN13I,B0002CZST4,5
A1IDPIC36H49JX,B0002CZST4,5
A1LI9W7A0CYOHV,B0002CZST4,5
A3EIML9QZO5NZZ,B0002CZST4,5
AEUG4DYQZJ64Z,B0002CZST4,5
A3DIN9E5QQZ6VT,B0002CZUUG,5
A1LU9607CVAMIF,B0002CZUUG,4
A15TYOEWBQYF0X,B0002CZUUG,5
A3MDQTWO6NOV1U,B0002CZUUG,5
A3IVULXGE2PB43,B0002CZUUG,5
A2RIQKV4OOXME1,B0002CZUUG,3
A2EDYSY4M8TESS,B0002CZUUG,3
A2ZGEV4CTSCTIZ,B0002CZUUG,5
A3CMXRFIWQCBKQ,B0002CZUUG,5
A2NYK9KWFMJV4Y,B0002CZUUG,5
A25ZBYVW8ZINLM,B0002CZUUG,5
A1UMOYYM8HB2A1,B0002CZUUG,5
A23AKO4BZLZ8DE,B0002CZUUG,5
A102MU6ZC9H1N6,B0002CZUUG,5
A18MMME07XZLYO,B0002CZUUG,5
A22Z554ZQ8NFPC,B0002CZV82,5
A2EZWZ8MBEDOLN,B0002CZV82,4
APB6VJX5CNR5C,B0002CZV82,5
A21Q29J3ZWPDNP,B0002CZV82,5
A2B58VXLLOFQKR,B0002CZV82,1
AJBBU53A0X84I,B0002CZV82,5
A1GMWTGXW682GB,B0002CZV82,5
A27L5L6I7OSV5B,B0002CZV82,2
A3EIML9QZO5NZZ,B0002CZV82,5
ADH0O8UVJOT10,B0002CZV82,4
A2F92AOWTIUIB,B0002CZV82,5
A22Z554ZQ8NFPC,B0002CZVK0,5
A4BTCECGQAIUI,B0002CZVK0,5
A13A81NN0NRD1S,B0002CZVK0,4
A1UPZM995ZAH90,B0002CZVK0,5
A1BH17V8BKLES,B0002CZVK0,4
A1JNV4K56GG94R,B0002CZVK0,5
A37A41GWQFMK3D,B0002CZVK0,5
A3IKOEE8Z3T6BH,B0002CZVK0,5
A3E7O9NSS47TE8,B0002CZVK0,5
A3APKXMNJAEDQM,B0002CZVK0,5
A1M3XD9UV3PD3I,B0002CZVK0,2
A1IB42LRNA9QLW,B0002CZVK0,4
AN4YGJYOAFE06,B0002CZVK0,5
A8MQNZK3J0UEX,B0002CZVK0,4
A3RHT4KI3H5TVH,B0002CZVK0,5
A25ZBYVW8ZINLM,B0002CZVK0,5
ADH0O8UVJOT10,B0002CZVK0,3
AJK15Q9JOEHRH,B0002CZVXM,5
A13A81NN0NRD1S,B0002CZVXM,4
A26SN2CVQM4FKM,B0002CZVXM,4
A1EUO0BU72JR7T,B0002CZVXM,4
A2GC5JELY3N07V,B0002CZVXM,5
A1UPZM995ZAH90,B0002CZVXM,5
A11INIL2YFJ137,B0002CZVXM,5
AWI6ABEOOVQIC,B0002CZVXM,4
A1HPC4BDRLR60,B0002CZVXM,5
A2YQTEPCGZ5N7J,B0002CZVXM,5
A1IJUUNPU7L6LA,B0002CZVXM,5
A3MMISYL1GBXH4,B0002CZVXM,5
AMGUVF20JAOG8,B0002CZVXM,5
ALB04NLERUCYC,B0002CZVXM,5
A1B9TIERY43Q8H,B0002CZVXM,5
A1VAUZRF5PUSOZ,B0002CZVXM,5
A6A03NM42KUXL,B0002CZVXM,5
A2F26OVBDC7WWA,B0002CZVXM,5
ABZYVME9NYCQG,B0002CZVXM,5
A19IFF0DGV0T3E,B0002CZVXM,4
A2WROWUBLQ9GZZ,B0002CZVXM,5
A3FW4THIMBIN6V,B0002CZVXM,2
A1365RYO0BLEMI,B0002CZVXM,2
A87NFCCTUG4PO,B0002CZVXM,4
AITXZ1QOILJ5Z,B0002CZVXM,5
A1YP96MT6W9FTB,B0002CZVXM,4
A781ITP3HE2N5,B0002CZVXM,5
A3PGQWCSJPCYDH,B0002CZVXM,4
A2T372SGRFAWYP,B0002CZVXM,5
A3K9OQPCI8UJE,B0002CZVXM,5
A3MKGUUWT9OOY6,B0002CZVXM,4
A3CSSZ6U5J4YS5,B0002CZVXM,5
A3RHT4KI3H5TVH,B0002CZVXM,5
A3DCG2MNPR4BW,B0002CZVXM,5
A35XRT4BW4I6UD,B0002CZVXM,5
A224JBB9U9TXMC,B0002CZVXM,5
A217QN6PDMKS1A,B0002CZVXM,5
A2F92AOWTIUIB,B0002CZVXM,5
A1GOLQ90G6MHK6,B0002CZVXM,5
A18RGYRCEN181M,B0002CZVXM,4
A2HWUC980HM1NP,B0002CZVXM,3
A31B0LYT2C92SN,B0002CZVXM,5
A1HW9DAJBYXGDV,B0002CZVXM,5
AXJ19189TLBLJ,B0002CZVXM,5
A2G2DXPFZKG48W,B0002CZW0Y,5
A3RDS0DJ5EJGA7,B0002CZW0Y,4
A1L7M2JXN4EZCR,B0002CZW0Y,5
A1AU5K3JMPS3UQ,B0002CZW0Y,5
A362IZKSMV6MA8,B0002CZW0Y,5
A3E7O9NSS47TE8,B0002CZW0Y,4
A3CT7PY4PMIT3S,B0002CZW0Y,5
A11E4FWMN9BXJD,B0002CZW0Y,4
A34LQ791ACZ0JC,B0002CZW0Y,4
A1G24ZYOU6FVST,B0002CZW0Y,5
A1UMM894XSEO4F,B0002CZW0Y,4
A3O9JAQME0YOB0,B0002CZW0Y,5
A2XD36ONYLNU5J,B0002CZW0Y,5
AMP0Z3DR4RCH7,B0002CZW0Y,5
